,0
beaf3373-bcec-4a9e-9b71-52335d11de2a,Myeloid
aa912da5-d87b-4606-b87d-a3c4ee07e281,Myeloid
1bacf19e-6fa3-4b23-a1a8-4331864c2103,CD8_T
24afffe5-90b2-4eab-b03d-2000675f91cf,Epi
251fac81-ac95-42f9-97e0-014107654aa6,Epi
f8ae1587-9947-4819-822b-ea159c06f825,Epi
dfa9e8ad-e7af-41b7-81f1-807f680c858c,Epi
cb4bd8be-fff3-4da0-99ca-90443ab17277,Epi
59c0b56d-6da4-487a-9f7e-206e11a6a0a6,Epi
afa347a7-f822-49b4-8843-544c865d15bb,Myeloid
5a9b0c02-be16-4c9b-a827-f4b729a74434,Epi
77da8c1b-cd00-45c6-9532-7a49f743d841,Endothelia
99825e5e-7ae6-41e4-b226-8cfa1975731c,CD8_T
ec39c839-a794-4c2d-943a-3a9d581698cf,Stroma
147a1bdc-9ea7-4d47-b2e0-b390987dacf6,Endothelia
ed695da3-00d2-4d13-93d2-f851928a34e2,Endothelia
b5b2c302-5419-4f81-8f79-3b64f5b6df0f,Stroma
efdba95d-6181-4edc-be98-35b9f9708031,Stroma
72790d38-cac8-4dd0-95aa-f837d8ad033c,Endothelia
e72d86ea-fc24-4887-abf7-d0bcf4f97fd9,Endothelia
81cae584-8838-4029-a12b-4faa46f056cf,Endothelia
062bed9d-2df6-414c-8057-4ee93c234fbc,Endothelia
41bbc908-600f-4c65-a6a1-64fc0bc4b4ec,Endothelia
2bcab915-0678-40ff-8eac-8e0cca57b991,Endothelia
c0aa1b27-6496-4a67-80cb-7b3bc09e2f32,Endothelia
b7db15b2-0516-45e3-8f2d-bad989ce4d7f,Endothelia
f3c66526-d62f-4dd8-984c-767caa7f34a3,Endothelia
82f1357e-7036-4bc7-89f2-4acd9e04c257,Endothelia
5b5b7b13-2312-4931-920b-e53a3f093181,Endothelia
d0c2bcab-9278-47df-9072-4acf05ee58d3,Endothelia
bd154456-ce21-4e4e-a684-9d2af17b3972,Endothelia
42e8f441-8404-4567-b610-1244b66ca28a,Endothelia
fce053eb-84fa-4368-8163-22877837279a,Endothelia
8e41c3f0-b7cf-4c28-aef6-a9ee630ea0d0,Endothelia
ae70cecf-78fd-4a50-abcc-11fe7faea26f,Endothelia
5ed0dd63-e740-409f-af5f-755a7a379805,Endothelia
105c4781-a5c8-43f9-879e-ea42b5fbb035,Endothelia
